,bc,gdp,healthspend,eduspend
199,23.5,1234.07990011,3.22305449377,5.75795984268
200,34.7,1587.19087275,3.57552048572,8.1409702301
201,19.5,1827.1013678,3.24216013308,6.03032016754
202,26.7,1441.63645311,2.12888508468,4.06797532002
203,76.2,12538.1788278,5.14607034088,3.364579916
204,54.0,6764.72286695,3.20818175938,4.10638485824
205,66.6,7997.95840314,3.6939529916,4.42626485917
206,43.3,1692.96379628,2.12695041128,4.1314943202
207,54.1,2617.1121913,2.51699340408,4.05130175156
208,6.5,371.320959305,1.31331174704,2.37102007866
209,9.1,303.760966052,0.554865842204,1.84905004501
210,5.6,487.345714209,2.09894617722,2.47139000893
211,7.6,281.403660289,0.515965236902,4.069931397
212,10.3,395.977993855,1.06854651284,4.02589416096
213,14.2,518.59836084,1.84945341102,1.86424005032
214,16.0,615.9409222,1.14512230686,4.48837159042
215,37.3,960.186760126,4.95494348515,8.48414993286
216,34.6,1110.95771735,4.35965864458,8.13973045349
217,34.2,2334.02104216,4.68579605157,3.75227999687
218,42.5,2698.05899106,5.30091141008,3.36104011536
219,34.1,4028.16399148,3.11969809136,3.85672481412
220,28.1,462.481329914,1.67955658737,4.07836013621
221,32.0,505.584820546,1.35559353474,4.12073545357
222,34.5,766.872233425,0.980271294367,4.41788540479
223,18.989198559,327.058143655,1.79637023039,2.95647501945
224,27.6264046504,830.771496347,2.58866832965,4.08974981308
225,70.0351921536,25446.9465784,5.85366922904,4.83087515831
226,61.6,1187.59023311,3.61645900941,4.33378991772
227,65.1,1547.26665864,3.48897018983,4.35111741142
228,73.2,2395.07344192,4.45364758294,4.09560687388
229,86.2,24665.8899983,5.17097067103,4.01555013657
230,79.5,30594.017841,5.58943354988,3.45455002785
231,65.8713855735,1476.23728139,2.47124995657,3.84054005146
232,70.2248362737,5605.08580677,3.07427595933,4.1656999588
233,58.518641436,1226.86511437,2.40213528075,3.40708994865
234,62.0384777776,4484.68329537,2.99125778381,4.15466976166
235,40.2266409466,506.930269977,1.37155876772,3.92574536298
236,39.2248706479,1963.54046093,1.73795794757,6.30311012268
237,28.940116,343.66412406,1.65269649095,2.97515010834
238,37.1982584685,864.251968675,2.17870527786,4.05352020264
239,33.3167688567,402.602723733,1.51319680627,2.98837506771
240,37.8879448522,1264.96846239,1.93190868038,4.07163500786
241,46.9,452.41358467,1.11244300876,4.25025987625
242,53.0,640.600522161,1.02268176579,3.29475998878
243,56.3,816.733776199,1.11061062256,3.09072995186
244,54.8,1022.57759195,1.16274094202,4.32368192576
245,54.8,780.092078954,0.724682589696,4.04984960592
246,52.5,748.184746114,0.963565797355,2.46003007889
247,60.3,1065.6565461,1.01530117558,3.21799993515
248,56.7,1150.34929409,0.934871135912,2.7484600544
249,57.9,1263.48144554,0.803211001451,2.87281990051
250,61.4,1860.62262569,1.12642589404,3.04426002502
251,56.6,2167.85765033,1.00579761754,2.90190005302
252,60.63,2262.72078613,1.01954942127,3.52513003349
253,60.9,3125.2199336,1.03300414021,2.81227993965
254,61.9,3700.52353809,1.14773652139,3.40748000145
255,62.5,3631.6726936,1.15362898676,3.36658000946
256,73.8,1664.26126983,1.86312249956,4.03064012527
257,73.3,1900.04773061,2.18927471621,4.48487997055
258,78.9,3135.18740764,2.3334581983,4.19664001465
259,77.4,7874.48479201,2.47903326276,3.65862011909
260,43.5,4971.00256486,3.55458347126,4.34941291069
261,49.8,2350.19423606,1.9135715688,4.23344643976
262,52.5,5828.76474851,2.49103317099,4.04143219876
263,75.0,32537.957475,5.17116710034,4.10645008087
264,89.0,47641.0137716,5.5962288864,4.48537015915
265,64.8,50815.6416914,5.52072418847,4.52771997452
266,69.1,3706.77770612,2.78734922838,5.42852020264
267,69.0,3581.16001587,2.30426788812,4.25684976578
268,72.5,4489.27277192,2.89373821162,6.19851016998
269,55.9,37299.6441291,6.08761400671,3.61888003349
270,52.0,36441.5044939,6.47273952007,3.59858989716
271,54.3,35781.1700526,6.65745956892,3.48391008377
272,55.8,1939.7221994,4.81069142638,4.10290862712
273,57.1,2970.88905627,4.99418196333,4.17204801906
274,59.3,3800.67592931,6.6959843031,4.56619956173
275,61.2,4423.11735483,5.50930257609,4.20950705255
276,50.7,5291.57565019,2.30571940035,2.62679004669
277,51.0,12102.6868574,2.27155273828,4.13324460522
278,39.3,444.233631051,1.92813908382,6.49428987503
279,45.5,942.743146466,1.64162436872,4.62275979911
280,58.0,1368.49113216,3.50386605777,4.17300420138
281,36.1,799.856611192,7.58292048214,11.1430301666
282,21.5,1128.95151406,9.8920863351,3.94043074387
283,22.3,1264.09774149,10.3647650322,3.87099874748
284,68.6,7115.61094105,3.41579572014,4.48654021899
285,70.6,7959.93923553,3.52049234606,4.29882153394
286,79.3,11947.5772472,2.06942784556,4.40640043463
287,84.5,14219.1935856,2.56792445148,4.13241004944
288,80.2,18657.5212532,2.81846272554,3.90137004852
289,79.6,20917.0302377,3.14560441545,3.96742010117
290,80.0,18338.706366,3.7561417585,4.66981983185
291,47.8,543.110702403,3.27699723469,5.54987001419
292,36.3,1177.97473488,4.19724385537,7.38423013687
293,42.0,1279.76978266,3.63943755251,4.20036811916
294,32.2,324.01969471,1.13056391049,1.50369000435
295,38.4,476.162405721,0.734607085864,2.41408991814
296,49.8,1445.86945014,0.792246279829,4.18779454626
297,81.0358292964,1660.92854822,2.54955963666,3.85399007797
298,83.1859898359,7917.59820764,3.34982018069,4.53768014908
299,27.6738914104,324.558991217,1.46580048879,2.88868999481
300,35.8427761102,912.0026676,1.96354227955,4.05352020264
301,62.7,5334.88024357,3.20634861008,4.02321530009
302,58.0,5436.5875069,3.73559350518,2.5527100563
303,58.0,5424.21794396,3.71197077326,2.66673994064
304,53.7,8403.10931606,3.12341714781,1.77876996994
305,30.4,415.500118698,3.47402104945,11.4919996262
306,40.6,377.45358871,4.37251010756,10.7739896774
307,38.0,348.319866858,3.83131931534,11.8063602448
308,37.3,645.495959217,3.9382917342,13.2715702057
309,47.0,859.828065884,7.0004137369,4.44301193497
310,50.7,1241.20570623,9.08743586732,4.41679653335
311,60.2,1034.18528751,8.08216760272,4.14761496344
312,10.0,182.94275732,1.44875610709,4.09334901173
313,11.4,209.811610871,2.76800142814,4.15725694413
314,20.2,453.339457045,2.83218856563,4.10958877178
315,41.9,11219.4329579,1.74809733904,4.31191177948
316,62.9,9240.64254797,4.30671584749,4.8205499649
317,58.5933398026,1180.20320997,2.34705235959,3.50836992264
318,62.098383605,4359.40106717,2.95669670444,4.08974981308
319,23.0285805661,267.535708843,1.75978964812,2.97515010834
320,30.2058679142,594.86688657,2.51173209848,4.08974981308
321,46.3023008511,578.283578203,1.38414446113,3.38801491261
322,52.2971790041,1912.08868467,1.58126495427,3.98807331655
323,13.5,3063.59542582,4.7816147844,4.19363029238
324,40.2,5079.96207896,4.27293273721,4.16365219376
325,18.8,246.282634901,2.57330422807,2.91135001183
326,27.1,245.670457317,2.43699522038,3.26430010796
327,39.9,417.178309193,2.40821291947,3.17751002312
328,39.8,462.973999137,2.56044494119,2.07999992371
329,30.6,155.764358225,2.77855654938,5.24797010422
330,32.5,280.177358673,5.71696330954,4.47930230051
331,41.0,304.904164021,6.19490825896,4.10033963775
332,46.1,471.207752434,6.33925489322,4.35637998581
333,58.6,362.247486595,5.99862083467,6.87792015076
334,49.0,4924.585852,2.11804053912,5.92388010025
335,39.0,3853.33340845,3.87687766888,4.756939888
336,34.7,6017.58385417,6.72971155159,7.00409984589
337,8.1,304.612988736,2.87244863248,3.05283999443
338,8.2,518.394429205,3.16463356405,4.46204657646
339,9.8,704.064620887,2.80745966142,3.85454010963
340,10.3,798.31848077,1.13427308076,3.97387003899
341,34.0,2206.65611562,16.0719704332,4.39182542629
342,44.6,2878.46487719,17.5919999965,4.39039135049
343,8.0,463.271418495,1.87956046169,2.83948993683
344,9.3,1008.55470524,1.65179135197,4.14197972229
345,11.4,1402.6691286,1.27914137802,3.07790994644
346,75.8,3957.51290571,2.18055166641,3.11292004585
347,70.0,6649.71653422,2.31810751057,4.13410997391
348,74.5,6673.1669738,2.5412774339,5.18673992157
349,73.0,7115.12176873,2.68800390635,4.80017995834
350,73.7,7893.96823376,2.6188778561,4.90794992447
351,70.9,8666.33535331,2.56034515454,4.74912977219
352,72.5,7661.20840455,3.09593557142,5.22672986984
353,23.0,2247.837673,9.89982259517,4.52330299457
354,55.0,2669.37505411,12.1732851963,3.93758615596
355,57.5982499802,3064.50439439,2.60944192863,4.29782498612
356,61.2294541598,8872.09123433,2.89557197768,4.22242032292
357,61.0645550944,1623.23866478,2.15353996008,3.90260934923
358,61.6303003098,4994.25174221,2.9460362248,4.39897560077
359,60.9577914471,1621.86470433,2.15353996008,4.31592868114
360,61.5823868455,4968.25837594,2.9460362248,4.21470872246
361,61.5482166126,1264.64959287,2.3569481764,3.82116496563
362,65.413877359,4774.37091676,2.9624506231,4.06372347486
363,62.4,354.001278975,3.22971285729,4.48642015457
364,67.8,831.205286211,4.17613938307,7.16273021698
365,59.5,2046.53678665,5.51752278385,8.34895992279
366,67.4,474.212956571,3.82828627455,5.55038022995
367,69.0,646.119168114,2.91803128865,4.28231458673
368,66.0,998.822299377,2.48459122482,4.20041673655
369,55.2,2138.37674048,3.18351906019,3.84219802627
370,54.9,2650.34688487,2.65447806658,4.64510011673
371,54.6,4201.73771089,2.62057288154,4.1028243836
372,52.7,1627.04289334,5.19650591989,4.0494899061
373,39.4,3674.52652951,6.02294001763,4.2021068536
374,39.4,4383.59509708,5.61349987148,4.21634540923
375,23.3,7186.81145498,3.71908823561,4.09015398303
376,63.0,1955.14193079,1.42952980168,4.12053346631
377,67.4,3066.50315776,2.08777205957,4.4256008383
378,25.5,280.872568276,4.10824097795,4.19534612
379,16.2,499.887085818,2.60680450345,4.71033152811
380,11.6,524.891452941,2.66457773288,4.31734447909
381,37.0,816.114896997,0.224982014715,4.11220548438
382,34.3,115.748253635,0.24333454831,4.18261291657
383,41.0,1276.87627487,0.198195285839,4.45913224602
384,46.0,2692.44208145,0.299251927954,4.36611802698
385,43.7,2059.40901467,4.21402942557,6.99139022827
386,55.1,4195.93639334,3.80077117052,4.76249124297
387,56.1,5420.81169033,5.02913642246,4.46884606843
388,35.6,19539.4675327,18.1028240439,4.40114485345
389,37.3,231.432967571,1.35212334879,2.97515010834
390,39.3,248.832935903,1.59446330238,3.7083799839
391,38.3,288.669595432,1.59032657601,3.17194008827
392,48.0,350.608465014,2.04487497063,3.60536003113
393,49.7,695.883198294,3.24209747952,4.10097189588
394,49.6,701.680063399,2.33781911392,4.71537017822
395,67.0,35245.1640747,5.62741917643,5.10149002075
396,69.0,56928.8204757,8.20974142815,5.09226989746
397,68.6,1043.60075787,2.83595012441,4.08304850109
398,72.4,1350.58722234,3.79240417345,4.16432344924
399,80.4,1776.20924358,4.26016257175,3.91630074623
400,14.0,160.218342317,1.52246548238,3.18947005272
401,11.2,260.563770008,3.17549704782,3.33405995369
402,18.0,351.006218347,2.162436939,3.73338007927
403,13.9,393.643423045,2.21183469702,4.32767009735
404,12.6,510.296295282,0.906661783997,4.00794202143
405,14.7,1131.14769463,1.47272880832,4.43731556773
406,14.6,1376.85744878,1.47005940256,4.26170736405
407,14.1,2514.14862152,1.15161124796,4.21128922435
408,13.5,2739.85218904,1.0331695317,4.1672413035
409,15.1,2979.84415,0.882627255662,4.37656720953
410,72.9202128704,35242.0641955,5.68342345867,5.45617008209
411,76.4,51545.1626412,8.00266347947,5.26620291805
412,88.4,66775.3943972,7.43028202552,6.86868000031
413,70.6081019887,23436.0521658,5.80901725839,4.87339019775
414,31.7,8710.98780508,2.51203412986,3.20023989677
415,24.4,22963.3781637,1.58630081543,4.5162401171
416,29.7,19309.6124499,3.19022857455,4.75300007323
417,33.4954585162,4319.2989264,3.08033149375,5.34020996094
418,38.5416524269,15110.5214487,2.92631009733,3.48480010033
419,32.084119151,1772.55860748,4.47811093701,4.20531958191
420,41.728519669,3579.79173741,4.2104391476,4.24753148652
421,27.6,511.811126059,0.551524181178,3.84378352432
422,32.1,565.323844803,0.648320921393,3.82038670014
423,26.0,876.951108854,0.788774804041,2.62637996674
424,29.6,953.795685975,0.798832240795,2.63527011871
425,27.0,1042.80170542,0.839235884413,2.74622988701
426,29.0,1266.38075811,1.01846301949,2.13629007339
427,35.4,1275.71274959,0.99433081072,2.4934399128
428,17.2,7786.58600188,6.37062500254,7.81618022919
429,32.8,8116.75126904,6.09425287355,4.0117135441
430,21.0,9742.51913709,6.55976414792,4.5465704573
431,22.26,8978.99364924,7.64111675053,4.45997419718
432,52.2,7471.34138581,5.63276516038,4.2501860303
433,62.8,11786.6331746,5.80401002479,3.94583478868
434,32.4,992.673749316,3.12384320506,4.59071710472
435,72.8,1408.52748256,2.03157067089,3.43809008598
436,79.4,3059.98509921,2.71307572602,4.27293464588
437,68.9,1967.24321021,2.72083151386,3.27640008926
438,70.5,2445.44648758,2.54376134699,2.96113991737
439,71.3,3143.55003107,2.39214584835,2.67638993263
440,72.4,4244.53966136,2.45203377412,2.84365010262
441,73.2,4178.82071395,2.98344442734,3.13036990166
442,74.4,5056.2953132,2.79428723182,2.84741997719
443,75.4,5731.69886823,2.62414030622,2.68161010742
444,75.5,6389.63057629,2.84664764577,2.92163991928
445,74.0,6609.71336926,3.04510366846,3.28522992134
446,74.6,6549.38922928,3.31875118046,3.66253995895
447,47.0,1039.70179564,1.52676136838,3.26765990257
448,49.5,958.011579041,1.32444307628,3.02661991119
449,48.8,1000.77772844,1.1166423393,2.99708008766
450,48.9,1011.28664439,1.30620056597,3.0446999073
451,49.3,1080.08618402,1.3031314386,2.56797003746
452,49.3,1196.53984924,1.5016485867,2.42629003525
453,50.6,1395.212633,1.45218711073,2.53380990028
454,50.7,1929.13289703,1.33274562387,2.69299006462
455,48.9,2371.85353663,1.30636297495,4.20463376332
456,55.1,2786.95046842,1.44921704409,3.41
457,86.8,19821.4446269,6.58346019994,4.90801000595
458,71.5145133471,25526.2654722,5.9399206972,4.88402509689
459,19.6121097446,383.347582471,1.40582261252,2.76769995689
460,24.3686228419,1624.67943085,2.01857925446,3.58957004547
461,84.1,18972.7685298,4.59558745631,4.32071476294
462,37.5,94407.4069196,1.83147767298,3.46551990509
463,70.3,3552.92451982,4.05213959985,3.25867009163
464,69.8,4676.31518326,4.39872380521,3.45668005943
465,83.8,4102.37229355,3.09093685289,3.54785990715
466,79.5,9101.25670609,3.45289119504,4.36499051483
467,68.0,14212.080885,3.58245543966,4.37906639212
468,13.2,216.275894384,1.65315324028,4.09510993958
469,17.4,286.567469437,3.19949489217,4.17090896825
470,36.4,491.940416608,2.8301189485,3.78200006485
471,51.6,553.597457611,2.92801355326,4.95010995865
472,28.7,3173.54224036,4.34103142716,4.27922668013
473,26.9,4172.21710038,6.53686898557,4.38675595895
474,29.3,4100.86730705,3.82397585869,4.40049705944
475,30.7,858.58783098,2.54103777687,4.53594017029
476,38.4,1151.69196455,2.50735286377,10.4152097702
477,40.6,1810.72156165,3.61225472576,3.87691998482
478,23.8,15947.4057864,2.50739774737,4.62170963012
479,11.8,772.652445374,2.98243741931,5.13697004318
480,13.1,1081.131518,2.27983939973,3.93913799845
481,17.8,1051.37642129,2.23831542383,4.24504840881
482,22.2,1067.13175333,2.41795606966,4.05188833705
483,58.7,870.136525159,4.26781679685,4.21290656796
484,41.2,4129.75874103,5.66490430429,4.30257907433
485,60.8,5411.87740392,6.24199164699,4.58655023575
486,58.4,6200.17322102,6.41650560485,4.43998137908
487,4.3,156.591866642,3.49413204975,4.94936990738
488,5.3,320.995366803,2.67617410482,2.83588004112
489,8.2,453.736365506,1.7879205004,2.41317009926
490,11.0,453.022040728,2.39694063394,2.58864998817
491,16.6,802.535625497,1.69465548079,2.42025995255
492,38.7608217295,4295.44996912,3.05347118327,5.01510000229
493,43.1003241747,13333.5361152,3.00112556092,3.7872749567
494,6.8,945.528926709,6.16233720261,4.10688623953
495,34.6,1048.77148597,5.95416560867,9.8799495697
496,14.6,345.177499611,2.70753784852,4.31344246292
497,59.9,3807.11574559,3.33799479119,4.86487007141
498,45.5002879367,453.994641143,1.06705231114,2.5501101017
499,52.9296225816,1370.20652388,1.1902720896,2.13629007339
500,45.5002879367,453.994641143,1.06705231114,2.5501101017
501,52.9296225816,1370.20652388,1.1902720896,2.13629007339
502,3.5,1563.92657449,2.28830848048,4.06583187365
503,4.0,1563.90419537,2.61273453132,4.15704344649
504,65.7,28482.6094833,6.00532063678,4.16760015488
505,70.0,875.412177967,1.84632162917,3.94212816414
506,68.4,1644.81637232,1.82597644679,4.14656279819
507,54.0,12767.8951383,2.33668300634,4.11250019073
508,54.0,14378.8842568,2.0306688454,4.6812686313
509,55.5,7248.2345522,4.20740869808,4.001060009
510,48.0,5064.21821503,2.95904268253,6.35081005096
511,48.0,5608.20413832,3.18355196199,4.40942710942
512,22.0146100537,550.639184631,2.27176435915,3.24764001369
513,26.0483703721,1729.39255408,2.54353005358,4.01039597106
514,22.0146100537,550.639184631,2.27176435915,3.24764001369
515,26.0483703721,1729.39255408,2.54353005358,4.30057979673
516,22.0146100537,549.778488993,2.26918775183,3.24764001369
