,life,bc,matdeath,teen,abuse,gdp,legis,healthspend,wifehealth,hushealth,bothhealth,eduspend,lit,noschool,bach
0,55.1258780488,4.9,1100.0,153.8456,,,,,,,,,,,
1,55.4875365854,,1050.0,150.0468,,119.899037112,,,,,,,,,
2,55.857195122,,996.0,146.248,,192.153528279,,0.550723349693,,,,,,,
3,56.2352926829,10.3,941.0,140.4764,,203.651040923,,0.60790041145,,,,,,,
4,56.6263170732,,881.0,134.7048,,224.914712193,,0.969458795307,,,,,,,
5,57.0272439024,13.6,821.0,128.9332,,257.175794656,,0.801919174976,,,,,,,
6,57.4325609756,18.6,776.0,123.1616,,280.245644107,,1.06242003296,,,,,,,
7,57.8338292683,,724.0,117.39,,380.400955187,,0.522136074337,,,,,,,
8,58.2250243902,22.8,676.0,111.4708,,384.131681277,,1.38558405017,,,,,,,
9,58.6036829268,,631.0,105.5516,,458.955781586,,2.58612677662,,,,,,,
10,58.9708292683,21.8,584.0,99.6324,,569.940728793,,2.85537650336,,,,4.51115989685,,,
11,59.3279512195,21.2,536.0,93.7132,,622.379654358,,2.08009266048,,,,4.08791017532,0.518967449665,,
12,59.6796097561,,496.0,87.794,,690.842629015,,2.92056600686,,,,3.12561988831,,,
13,60.0282682927,,459.0,82.2638,,653.347488111,,2.65039388934,,,,4.54436016083,,,
14,60.3744634146,,425.0,76.7336,,633.947864295,,2.93283372244,,,,4.80434989929,,,
15,74.2715365854,57.5,43.0,19.273,,1175.78898073,,2.25841795816,,,,3.28692007065,,,
16,74.7325609756,,40.0,19.254,,1326.97033929,,2.29222401883,,,,3.34060001373,1.0012999773,1.51883,7.42788
17,75.1546097561,75.1,37.0,19.235,,1453.64277661,,2.25632589322,,,,3.05662989616,,,
18,75.5232926829,,35.0,19.108,,1890.68155744,,2.25210415139,,,,3.06427001953,,,
19,75.8312195122,,31.0,18.981,,2416.58823507,,2.67940487028,,,,3.17007994652,,,
20,76.0816097561,60.1,30.0,18.854,,2709.14293056,,2.70645544321,,,,3.23871994019,,,
21,76.2861219512,,29.0,18.727,,3005.01290338,,2.57513609221,,,,3.15719008446,,,
22,76.4702926829,,30.0,18.6,,3603.01368537,,2.62917110006,,,,3.26868009567,,,
23,76.6520731707,,30.0,19.0396,,4370.53964653,,2.69389845031,,,,,1.0059299469,5.83063,9.81624
24,76.8403658537,69.3,30.0,19.4792,,4114.13654491,22.4663089842,2.83357574292,19.0,13.3,65.6,,,,
25,77.0369512195,,30.0,19.9188,,4094.35883192,,2.47656802966,,,,,,,
26,77.2405853659,,30.0,20.3584,,4437.81199903,,2.84917085993,,,,,1.00126004219,3.84028,1.45046
27,77.4439756098,,30.0,20.798,,4247.83985202,,2.73570410002,,,,,0.996420025826,3.95547,0.56894
28,77.6404634146,,29.0,21.1438,,4412.34557813,,2.8359842358,,,,3.53800010681,,,
29,77.8304634146,,29.0,21.4896,,4588.64944015,,2.93637327546,,,,,,,
30,70.183902439,64.0,170.0,11.7556,,1757.01197444,,2.55856124047,,,,,,,
31,70.6017560976,,164.0,10.7178,,1732.95851735,5.24343993807,2.97171746019,,,,,,,
32,71.0148536585,57.0,158.0,9.68,,1774.2920208,,2.85227361029,,,,,0.915759980679,,
33,71.421,,153.0,9.6814,,2094.89330213,5.68596441256,2.80223702305,,,,,,,
34,71.8162682927,,150.0,9.6828,,2600.00651973,4.8706240304,2.56624807223,,,,,,,
35,72.1965609756,,148.0,9.6842,,3102.03738423,,2.28023307422,,,,,,,
36,72.5577073171,61.4,147.0,9.6856,,3467.54474009,,2.33485067068,,,,,0.94445002079,35.51225,
37,72.8983658537,,148.0,9.687,,3939.5599394,,2.70557079118,,,,,,,
38,73.2193170732,,148.0,10.0358,,4912.25194082,,3.06280389314,,,,4.33701992035,0.958150029182,35.36269,7.97145
39,73.5210243902,,148.0,10.3846,,3875.82209542,,3.83796597982,,,,,,,
40,73.8040487805,,147.0,10.7334,,4473.48644568,,3.59320852609,,,,,,,
41,74.07,,147.0,11.0822,,5447.40397557,,3.77572930751,,,,,,,
42,74.324097561,55.9,145.0,11.431,,5583.6161595,,4.52025088967,,,,,,,
43,74.5689512195,57.1,144.0,11.1112,,5491.61441356,10.6060606061,5.18835904861,,,,,,,
44,74.808097561,,141.0,10.7914,,5484.06680561,,5.24414552955,,,,,,,
45,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,
60,,,,,,21432.9600712,,3.97654822681,,,,,,,
61,,,,,,21897.6629395,,3.9797635075,,,,,,,
62,,,,,,24175.3727543,,4.10958904131,,,,1.69684004784,,,
63,,,,,,31742.9925848,,3.94617981497,,,,,,5.61072,27.80536
64,,,,,,37235.4500323,,3.91626013954,,,,1.53253996372,,2.20994,16.1305
65,,,,,,39990.3304086,,3.45970884883,,,,1.60025000572,,6.02647,17.02843
66,,,,,,42417.2291457,,3.5661223727,,,,2.19398999214,,6.92023,17.79439
67,,,,,,47253.5297963,,4.58632291178,,,,2.07404994965,,,
68,,,,,,46735.9995745,,4.8250708191,,,,2.93457007408,,,
69,,,,,,42701.4471363,,5.03753714402,,,,3.16387009621,,,
70,,,,,,39639.3860212,,6.24202669691,,,,3.06579995155,,,
71,,,,,,41630.0525793,,4.92628930611,,,,3.15889000893,,,
72,,,,,,39666.3692147,,5.74703987728,,,,,,,
73,,,,,,42806.5224483,,9.69235679435,,,,2.46257996559,,,
74,,,,,,,,6.3414460038,,,,3.06441998482,,3.46551,
75,45.2047804878,,924.0,210.6736,,606.272292244,,1.67721646394,,,,2.60753011703,,,
76,45.9731463415,6.2,878.0,208.4248,,574.194161137,,2.81240339432,,,,,0.754170000553,,
77,46.7117317073,,831.0,206.176,,775.76551846,,1.68521754178,,,,,,,
78,47.3931707317,,789.0,202.6216,,850.07569413,,2.04436935753,,,,,,,
79,48.0035121951,,749.0,199.0672,,1135.60456355,,2.40784051512,,,,,,,
80,48.538804878,,705.0,195.5128,,1576.16280067,,2.02464637963,,,,2.12011003494,,,
81,49.0070487805,,668.0,191.9584,,2253.83885004,,3.02243534533,,,,2.28146004677,,,
82,49.4357317073,,640.0,188.404,,3151.02243105,,2.21376401915,,,,,,,
83,49.8473902439,,606.0,185.912,,4242.36306234,,2.71633445217,,,,,,,
84,50.2510243902,17.7,581.0,183.42,,3678.94765447,,2.66391720736,,,,,,,
85,50.6541707317,,561.0,180.928,,3886.47935433,,2.06125466362,,,,3.43897008896,,,
86,51.0593170732,,546.0,178.436,,4744.9876295,,2.15509427387,,,,,,,
87,51.464,,526.0,175.944,,5086.84842581,,2.13731650332,,,,,,,
88,51.8661707317,,509.0,171.2734,,5327.14889219,,3.08040839243,,,,,,,
89,52.2668780488,,493.0,166.6028,,5232.69050054,,2.12491219483,,,,,0.847999989986,,
90,73.3972926829,,,65.1598,,10094.7590646,,2.78780547979,,,,,,,
91,73.607097561,,,63.9704,,9797.96871277,45.0597876979,2.94975995263,,,,,,,
92,73.8154390244,,,62.781,,10027.8562206,,2.95023144423,,,,3.44538998604,,,
93,74.0217804878,,,61.3234,,10382.6309005,,2.95001300522,,,,,,,
94,74.2261463415,,,59.8658,,10993.3692473,,2.67979352993,,,,,,,
95,74.4254390244,,,58.4082,,12079.865695,,2.9500985951,,,,,,,
96,74.6181463415,,,56.9506,,13599.9088573,,2.95010587353,,,,,,,
97,74.8032195122,,,55.493,,15276.0682647,,2.94999999639,,,,,,,
98,74.9791707317,,,54.247,,15786.1728395,,3.34303138567,,,,,,,
99,75.1470243902,,,53.001,,13979.2626926,,3.3438995958,,,,2.55447006226,,,
100,75.3087804878,,,51.755,,13017.3103875,,3.893547142,,,,,,,
101,75.4660243902,,,50.509,,12817.8415733,,3.89103955858,,,,,,,
102,75.621804878,,,49.263,,13525.6162201,,3.6523326342,,,,,,,
103,75.7786585366,,,47.4636,,13342.0849977,,3.59259739302,,,,,,,
104,75.9376341463,,,45.6642,,13432.0792079,,3.78461067587,,,,,,,
105,67.6514348947,44.313944495,238.0,53.8314102399,,2608.88594889,,2.33359609958,,,,,,,
106,67.8846698167,,233.0,52.9015276444,,2513.64825356,,2.58875077999,,,,,,,
107,68.1026251612,,226.0,51.9907926813,,2481.21163817,,2.54023836002,,,,,,,
108,68.3135558758,,221.0,51.5228563035,,2742.01717419,,2.45041491477,,,,,,,
109,68.5327227982,,214.0,51.1032496483,,3146.07576079,,2.31491407699,,,,4.6707201004,,,
110,68.7535209692,,207.0,50.7325902239,,3779.89107824,,2.13428100862,,,,,,,
111,68.9831885621,,200.0,50.3291352283,,4375.69370374,,2.13303766627,,,,3.85933995247,,,
112,69.2070082278,,193.0,49.9998514069,,4993.41074425,,2.16687238035,,,,,,,
113,69.417182777,,186.0,49.8870459355,,6178.17227786,,2.10123272587,,,,4.28228497505,,,
114,69.6189294898,,180.0,49.7812066055,,5213.32166496,,2.83006684512,,,,,,,
115,69.813024804,,174.0,49.6729747117,,5957.94958643,,2.48963145668,,,,,,,
116,69.9930095159,,170.0,49.5360469363,,6918.90472552,,2.53957031103,,,,,,,
117,70.17366957,50.2709053198,166.0,49.3837446925,,7519.65921563,,2.71126197892,,,,,,,
118,70.3698056783,,163.0,48.7965576984,,7561.65230351,,2.89542737844,,,,,,,
119,70.5679019106,,159.0,48.1964180548,,7478.99751664,,3.07316099423,,,,,,,
120,73.755804878,,60.0,66.8976,,7669.27370858,27.3994542091,4.96580358157,,,,4.58030986786,,,
121,73.9603170732,65.3,61.0,65.9298,,7170.68969819,27.1669431894,5.06593399237,,,,4.83374023438,1.00425004959,4.26819,11.08125
122,74.1557804878,,60.0,64.962,,2579.18819899,25.7655528704,4.45294004905,,,,4.01734018326,,,
123,74.3412682927,,61.0,64.0868,,3330.42866007,28.9498726724,4.25102318285,,,,3.53504991531,,1.07858,13.65574
124,74.5187804878,,59.0,63.2116,,4251.56534661,35.6063952295,3.52239675805,,,,3.15653991699,,,
125,74.687804878,78.9,58.0,62.3364,,5096.25833248,32.8633386793,3.66423384815,,,,3.47405004501,,,
126,74.849902439,,57.0,61.4612,,5904.67813228,23.1202014781,3.65486893608,,,,3.65498995781,,,
127,75.0090487805,,58.0,60.586,,7226.27029453,,3.78307484081,,,,3.89633989334,,,
128,75.1662682927,,57.0,61.264,,8992.5896192,,4.12109735204,,,,4.33781003952,,,
129,75.3245609756,,62.0,61.942,,8198.56611136,,5.04078579918,,,,4.88997983932,,,
130,75.4849756098,,58.0,62.62,,10332.0323663,,4.16348234485,,,,4.60636997223,,,
131,75.6490487805,,56.0,63.298,,12800.2018563,,3.745392503,,,,4.98631000519,,,
132,75.8162439024,55.4,55.0,63.976,,13040.3063952,,2.95895087366,,,,5.09904003143,,,
133,75.986097561,76.6,54.0,63.9136,,13027.2048221,,2.73502200839,,,,5.34409999847,,,
134,76.1586097561,,54.0,63.8512,,12324.9387858,,2.65267379759,,,,,1.00360000134,,
135,71.2765853659,60.5,40.0,40.229,,621.424826319,,1.13753199927,33.8,20.2,39.9,2.7727200985,,,
136,71.7558292683,,39.0,37.008,,692.301630889,23.939560348,1.5914746224,,,,2.46943998337,1.00109994411,0.72683,20.35655
137,72.2016097561,,45.0,33.787,,779.829626132,,1.36133246305,,,,2.13504004478,,,
138,72.6095853659,,43.0,32.635,,924.464009818,,1.51657026905,,,,2.14505004883,,,
139,72.9737560976,,41.0,31.483,,1181.96844542,,1.40445070405,,,,2.48673009872,,,
140,73.2873902439,53.1,40.0,30.331,,1625.40776913,,1.90505340097,33.3,7.6,56.6,2.71202993393,,,
141,73.5482682927,,40.0,29.179,,2126.61866107,,2.05288205348,,,,2.71577000618,,,
142,73.7646585366,,35.0,28.027,,3080.97095944,,2.09928499773,,,,3.01893997192,,,
143,73.945,,39.0,27.5424,,3919.97547381,21.5077608369,1.76477031286,,,,3.17272996902,,,
144,74.0958292683,,36.0,27.0578,,2915.58390591,,2.01000537644,,,,3.84079003334,,,
145,74.2263414634,54.9,33.0,26.5732,,3124.78401786,,1.92271406299,18.9,4.5,75.3,3.24900007248,,,
146,74.3428292683,,31.0,26.0886,,3417.171836,,1.9389035361,,,,3.14384007454,1.00057995319,0.50301,
147,74.452097561,,30.0,25.604,,3565.51757493,,1.87568154135,,,,3.07123994827,,,
148,74.5613658537,,28.0,24.5562,,3716.82892254,,1.94669099663,,,,2.65018010139,,,
149,74.6757073171,,26.0,23.5084,,3873.53356581,,1.9256756668,,,,2.2404999733,,,
150,73.7206097561,,,43.593,,20619.5658496,35.8585844502,,,,,4.71468019485,1.00287997723,2.15934,16.28991
151,73.782902439,,,42.356,,20671.5457385,,,,,,4.7394900322,,,
152,73.8652439024,,,41.119,,20433.6541088,,,,,,4.92427015305,,,
153,73.9685609756,,,39.5738,,20834.9397101,,,,,,,,,
154,74.0908536585,,,38.0286,,22566.6821576,,,,,,4.40889978409,,,
155,74.2280731707,,,36.4834,,23302.831988,,,,,,4.68075990677,,,
156,74.376195122,,,34.9382,,24015.4206123,,,,,,,,,
157,74.5267560976,,,33.393,,25921.5382341,40.2502265935,,,,,4.79918003082,,,
158,74.6757317073,,,32.0268,,27549.8894225,,,,,,4.91558980942,,,
159,74.8181463415,,,30.6606,,24640.4212441,,,,,,5.92467021942,,,
160,74.9535365854,,,29.2944,,24289.1415161,,,,,,6.71249008179,1.00361001492,,
161,75.0813902439,,,27.9282,,25353.7875446,42.7505670658,,,,,6.03687000275,,,
162,75.2057560976,,,26.562,,,,,,,,,,,
163,75.3286585366,,,24.842,,,,,,,,,,,
164,75.451097561,,,23.122,,,,,,,,,,,
165,79.2341463415,,9.0,17.9326,,21665.115454,32.9258806577,5.39951166601,,,,4.89465999603,,,
166,79.6341463415,,8.0,17.4258,,19495.1459334,32.136024982,5.42099865977,,,,,,,
167,79.9365853659,70.8,8.0,16.919,,20059.4520721,32.4296501405,5.62066014499,,,,,,,
168,80.2390243902,,8.0,16.9552,,23440.0053222,33.0296906391,5.50612733998,,,,,,,
169,80.4902439024,,7.0,16.9914,,30440.8548786,34.0801089784,5.72489888888,,,,,,,30.8231
170,80.8414634146,72.3,7.0,17.0276,,33982.9504272,35.0459047929,5.66144848354,,,,4.91266012192,,,31.69099
171,81.0414634146,,7.0,17.0638,,36084.8589777,35.120246191,5.66088659129,,,,4.74493980408,,,33.01255
172,81.2926829268,,7.0,17.1,,40957.8304392,35.3423131517,5.76587639495,,,,4.66115999222,,,33.74059
173,81.3951219512,,7.0,16.7854,,49628.115127,36.7210807447,5.92763100804,,,,4.63529014587,,,35.81874
174,81.543902439,,7.0,16.4708,,42715.132262,,6.18655601124,,,,5.09262990952,,,36.80347
175,81.6951219512,,6.0,16.1562,,51845.6548606,,6.12733425339,,,,5.56894016266,,0.13187,37.48809
176,81.8951219512,,7.0,15.8416,,62216.5471294,,6.31537827787,,,,5.09907007217,,,38.3591
177,82.0463414634,,6.0,15.527,,67646.103853,,6.28563326865,,,,4.8964600563,,0.09718,41.28002
178,82.1487804878,,6.0,14.966,,67652.6832146,,6.27491713947,,,,5.27065992355,,,20.98663
179,82.2512195122,,6.0,14.405,,61995.8296976,,6.31659265831,,,,,,,19.62161
180,78.1268292683,,5.0,13.9232,,24517.267446,30.0834466267,7.5363665256,,,,5.59956979752,,,
181,78.5756097561,,5.0,13.6346,,24489.7355313,30.0509819206,7.50331422713,,,,5.58634996414,,,
182,78.6780487805,,5.0,13.346,,26351.375677,29.249133639,7.60650834821,,,,5.53268003464,,,
183,78.6317073171,,5.0,12.902,,32102.9305524,27.3755925881,7.73647976223,,,,5.38186979294,,,
184,79.1804878049,,4.0,12.458,,36693.4026205,26.2948782291,7.79133645949,,,,5.3209400177,,,
185,79.3317073171,,5.0,12.014,,38242.0425175,26.8202414707,7.83141883027,,,,5.27149009705,,,
186,79.8804878049,,4.0,11.57,,40430.9936145,27.9184054997,7.73793278646,,,,5.25293016434,,,
187,80.1804878049,,4.0,11.126,,46586.6502529,26.1601210854,7.77580259182,,,,5.17663002014,,,
188,80.4317073171,,4.0,10.6138,,51386.3766512,28.1228665944,7.99585688891,,,,5.29698991776,,,
189,80.3317073171,69.6,4.0,10.1016,,47654.1872091,27.3484327568,8.46612960853,,,,5.76740980148,,,
190,80.5804878049,,4.0,9.5894,,46659.8408181,28.9179808812,8.40000694654,,,,5.72501993179,,,
191,80.9829268293,,4.0,9.0772,,51123.5613292,27.2030643711,8.21367472312,,,,5.61943006516,,,
192,80.9365853659,,4.0,8.565,,48324.2540368,,8.4171895618,,,,5.45335006714,,,
193,81.1365853659,,4.0,7.972,,50557.803806,,8.37061343691,,,,5.56483983994,,,
194,81.3365853659,,4.0,7.379,3.0,51148.3588761,,8.72502571999,,,,,,,1.62806
195,66.7582439024,55.1,48.0,37.1604,,655.097432603,,0.866892751051,,,,3.85399007797,,,
196,67.1502926829,55.4,43.0,35.7502,,703.67125044,,0.846501129775,,,,3.50342011452,,,
197,67.5610731707,,38.0,34.34,,763.10121222,,0.791817882856,,,,3.15448999405,,,
198,68.0036829268,,38.0,37.0942,,883.614008968,15.1271762415,0.829677969977,,,,3.28614997864,,,
199,68.470195122,,32.0,39.8484,,1045.02641528,47.5308607817,1.02867003552,,,,3.44765996933,,,
200,68.9372682927,,34.0,42.6026,,1578.36733031,47.6588634843,0.88090537488,,,,2.97462010384,,,
201,69.3752439024,51.1,30.0,45.3568,10.2,2473.08577637,15.8759122817,0.864184359644,20.1,21.7,52.0,2.5555100441,,,
202,69.7565121951,,29.0,48.111,,3851.43786871,5.19230778401,0.980253879063,,,,2.54927992821,1.0,1.33262,14.88226
203,70.0639512195,,28.0,49.2276,,5574.60380219,7.12788268551,0.824675486228,,,,2.44092988968,,1.33066,13.93961
204,70.2936829268,,27.0,50.3442,,4950.29479142,,1.33896972043,,,,3.22430992126,0.99989002943,1.62019,25.05772
205,70.4513170732,,27.0,51.4608,,5842.80578359,,1.16802072348,,,,2.78062009811,0.999660015106,1.55034,25.22589
206,70.551804878,54.9,26.0,52.5774,,7189.69122921,,1.08098767355,,,,2.43564009666,0.999759972095,1.55184,25.27255
207,70.6239512195,,25.0,53.694,,7393.77187698,,1.21059659425,,,,2.0962998867,0.999629974365,1.53337,25.33678
208,70.6905853659,,25.0,56.1272,,7811.62141846,,1.15018390461,,,,2.46217989922,0.999499976635,1.47831,
209,70.7632195122,,26.0,58.5604,,7886.45914367,,1.23096747895,,,,,0.999599993229,1.46234,
210,72.2542926829,,61.0,51.1554,,21241.1653927,,2.50254758667,,,,2.84998989105,,1.38992,0.33939
211,72.545097561,44.6,64.0,47.5732,,21497.3081567,39.93644259,2.46689595361,,,,,,,
212,72.8412682927,,67.0,43.991,,22505.4047935,40.4340545849,2.51066542835,,,,,,,
213,73.1272926829,,71.0,43.0758,,22008.4337006,40.3733974487,2.64788611611,,,,,,,
214,73.3946585366,,71.0,42.1606,,21995.5199216,42.8004774046,2.88043563399,,,,,,,
215,73.6388780488,,74.0,41.2454,,23405.8795479,45.7892646532,2.642189647,,,,,,,
216,73.8584634146,,78.0,40.3302,,23721.1562801,41.3864127393,3.27260209986,,,,,,,
217,74.0594634146,,78.0,39.415,,24306.1424243,43.242435622,3.18150170993,,,,,,,
218,74.2474390244,,82.0,38.368,,23657.3653062,46.3430229204,3.35487743523,,,,,,,
219,74.423902439,,80.0,37.321,,22043.0125712,44.4137934981,3.52652414862,,,,,,,
220,74.5923902439,,85.0,36.274,,21920.5165868,,3.46081550387,,,,,,2.07658,10.95313
221,74.7544146341,,86.0,35.227,,21514.8986532,51.641459553,3.57505624229,,,,,,,
222,74.9144634146,,82.0,34.18,,22112.6083547,,3.29824927348,,,,,,,
223,75.0735365854,,81.0,32.353,,22315.6036534,,3.07695572007,,,,,,,
224,75.2336585366,,83.0,30.526,,22217.4941392,,3.55067269628,,,,,,,
225,74.5994878049,,21.0,17.476,,13590.5210501,,2.3624177605,,,,,,,
226,74.7818292683,,21.0,17.209,,12917.3955023,12.3185968016,2.532878513,,,,,1.00436997414,12.85667,11.21297
227,74.9540731707,,21.0,16.942,,13279.0457951,,2.58432320275,,,,,,,
228,75.1177073171,,20.0,16.4902,,14541.6160485,,2.50112364914,,,,,,,
229,75.2732195122,,20.0,16.0384,,16275.1804236,10.5882345399,2.26780958639,,,,,,,
230,75.4221463415,,20.0,15.5866,,18418.0726744,,2.15652223344,,,,,,,
231,75.5664634146,,19.0,15.1348,,19669.3195546,,2.12525065632,,,,2.87436008453,,,
232,75.7077560976,,18.0,14.683,,21167.6187062,,2.18456724553,,,,2.57500004768,,,
233,75.8475121951,,17.0,14.5034,,23043.0253174,,2.31305803662,,,,2.49677991867,,,
234,75.9877804878,,17.0,14.3238,,19166.7082382,,2.74844437915,,,,,,,
235,76.1275609756,,16.0,14.1442,,20386.0175551,,2.59337939062,,,,,0.989480018616,6.27459,8.47425
236,76.2678536585,,16.0,13.9646,,22238.7119502,,2.38353275505,,,,,,,
237,76.4076341463,,16.0,13.785,,23063.132287,,2.76266224209,,,,2.64470005035,,,
238,76.5459512195,,15.0,13.6638,,24378.9448284,,3.01599439505,,,,,,,
239,76.6832682927,,15.0,13.5426,,24855.215635,,3.15050029668,,,,,,,
240,65.3479756098,54.3,399.0,112.3716,,406.531740491,,0.946712406941,,,,2.12507009506,,,
241,65.9301707317,,384.0,109.2808,,403.594546214,,1.02492646101,,,,2.17193007469,0.897149980068,50.98008,4.20865
242,66.4781707317,,365.0,106.19,30.2,401.708153328,,1.06780982677,,,,2.01714992523,,,
243,67.0001463415,,349.0,103.6674,,434.046563233,23.3894370284,0.97554807146,,,,2.0694000721,,,
244,67.497195122,58.5,333.0,101.1448,,462.274879845,,1.0420671844,17.8,48.1,23.6,1.94014000893,,,
245,67.9718536585,,319.0,98.6222,,485.852888073,,0.966800141558,,,,,,,
246,68.4256341463,,303.0,96.0996,,495.853780201,,1.03883018628,,,,2.13128995895,,,
247,68.8599756098,55.8,288.0,93.577,23.9,543.082263122,,0.987683697897,13.8,32.3,42.0,2.20221996307,,,
248,69.2778536585,52.64,273.0,91.9356,,618.075883559,,0.953752468656,,,,2.05456995964,,,
249,69.6837804878,,258.0,90.2942,,683.614422272,,0.991099631097,,,,1.93941998482,,,
250,70.0802926829,,242.0,88.6528,,760.3319352,,1.05017299005,,,,,,,
251,70.4719512195,61.2,228.0,87.0114,50.7,838.547801702,5.38618993644,1.04109010272,12.9,30.6,50.1,,,,
252,70.8602682927,,214.0,85.37,,858.933362588,,0.984483722239,,,,2.04579997063,,,
253,71.2452439024,61.8,201.0,84.43,,954.396399716,,0.810323955737,,,,1.96616995335,,,
254,71.625902439,62.4,188.0,83.49,,1086.80008677,,0.786532509304,14.1,29.2,50.7,,1.06089997292,,
255,73.2195121951,,48.0,50.2788,,11568.0519423,35.0515480642,3.39205000827,,,,4.62166976929,,0.0,1.05656
256,73.3839268293,,46.0,49.6954,,11513.3401801,41.2844051146,3.69664401651,,,,5.935090065,,,
257,73.5463170732,,46.0,49.112,,11674.9361829,42.1568654034,3.96299038813,,,,5.76362991333,,,
258,73.7071707317,,46.0,48.8638,,12028.8987405,44.897959283,3.84327810658,,,,6.12156009674,,,
259,73.8680243902,,47.0,48.6156,,12869.3365948,43.4426251934,3.71807147637,,,,5.90380001068,,,
260,74.0303414634,,40.0,48.3674,,14223.777704,,3.46327899707,,,,5.55672979355,,,
261,74.1931219512,,36.0,48.1192,,15646.8150087,,3.41584580461,,,,,,,
262,74.3564146341,,38.0,47.871,,16461.8292692,,3.75830091196,,,,5.1160697937,,,
263,74.519195122,,36.0,47.6772,,16569.6049619,,4.05631234268,,,,5.06121015549,,,
264,74.6824878049,,34.0,47.4834,,16526.2545517,,4.14496177546,,,,5.32773017883,,,
265,74.8452926829,,33.0,47.2896,,15901.4329353,46.1883432427,4.00992874652,,,,5.87482023239,,,
266,75.0081463415,,31.0,47.0958,,15530.8942916,46.6666657248,4.15598991702,,,,,,,
267,75.1710243902,59.2,29.0,46.902,,15317.1390013,,4.84151341569,,,,5.62441015244,,,
268,75.3339512195,,28.0,44.4146,,15153.8213753,48.2456156495,4.89989426275,,,,5.50356006622,,,
269,75.4964146341,,28.0,41.9272,,15366.2926106,,4.74463221891,,,,6.71179008484,,,
270,68.912195122,,26.0,27.783,,1273.04912395,,4.62645459852,,,,6.19661998749,,,
271,68.5073170732,,23.0,26.037,,1244.44199677,,4.73993535162,,,,,,,
272,68.056097561,,22.0,24.291,,1479.46532113,,4.56054872697,,,,,,,
273,68.5536585366,,19.0,23.8478,,1819.47902772,,4.86575548669,,,,,,,
274,68.956097561,,16.0,23.4046,,2378.37489391,,4.92295099759,,,,5.71225976944,,,
275,68.8512195122,72.6,13.0,22.9614,,3126.36777779,,5.02273828699,,,,5.87102985382,,,
276,69.4048780488,,10.0,22.5182,,3848.58620301,,4.45040012305,,,,6.07696008682,,,
277,70.2034146341,,8.0,22.075,,4735.95688919,,4.45142432534,,,,5.15210008621,,,
278,70.456097561,,7.0,21.9436,,6376.17311491,,3.87157645095,,,,,,,
279,70.4073170732,,6.0,21.8122,,5176.04470138,46.2526355637,3.89544240154,,,,4.5167298317,1.00047004223,0.93727,50.2054
280,70.4048780488,,5.0,21.6808,,5818.85485922,,4.31480554416,,,,5.41014003754,,,
281,70.5536585366,,5.0,21.5494,,6305.77366248,,3.47255764704,,,,4.84382009506,,,
282,71.9658536585,63.1,4.0,21.418,,6721.83490774,,3.86575790035,,,,5.12105989456,,,
283,72.4707317073,,4.0,20.129,,7722.1233506,,4.02229116723,,,,5.17594003677,,,
284,72.9756097561,,4.0,18.84,,8025.30435552,,3.74175525108,,,,4.98751020432,,,
285,77.7219512195,,9.0,10.6408,,23207.405911,32.0709845754,6.05837421395,,,,,,,
286,77.9731707317,75.6,9.0,10.7954,,23121.566347,32.8833153374,6.25281462939,,,,5.84328985214,,,
287,78.0756097561,,8.0,10.95,,25052.3302823,31.802997244,6.24450896975,,,,5.94735002518,,,
288,78.1292682927,,8.0,10.8372,,30743.9569254,29.8963262519,6.91809655129,,,,5.88477993011,,,
289,78.8780487805,74.6,8.0,10.7244,,35589.7129457,29.8753087389,7.12785709287,,,,5.80695009232,,,
290,78.9804878049,,8.0,10.6116,,36967.2829204,31.8099714291,7.11274822929,,,,5.76900005341,,,
291,79.3804878049,,8.0,10.4988,,38852.361034,31.46934758,6.96237045428,,,,5.84036016464,,,26.75015
292,79.7829268293,,8.0,10.386,,44403.8313061,33.843991537,6.95293676887,,,,5.84903001785,,,
293,79.6804878049,,8.0,10.112,,48424.589273,32.6776355692,7.39675444603,,,,6.29138994217,,,27.40498
294,79.9829268293,,8.0,9.838,,44880.5601518,33.9856688756,8.04382236363,,,,6.41535997391,,,28.44017
295,80.1829268293,70.4,8.0,9.564,,44382.8797683,34.1019351466,7.89670272604,,,,6.40798997879,,,30.00144
296,80.5853658537,,8.0,9.29,,47699.8070519,29.9166419734,8.00673737493,,,,6.37873983383,,,29.80615
297,80.3853658537,,7.0,9.016,,44734.4523466,,8.18629897064,,,,,,,30.41778
298,80.587804878,,7.0,8.6962,,46622.4679874,,8.22671910846,,,,,,,17.86906
299,80.587804878,,7.0,8.3764,6.0,47299.8601086,,8.24998946915,,,,,,,17.76728
300,68.4188780488,,53.0,97.2162,,3364.46452255,,2.09169732517,,,,5.02842998505,,,
301,68.4441219512,,53.0,94.2016,,3419.20867175,,2.58942255108,,,,5.79692983627,,,
