,gdp,life,bc,healthspend,teen,matdeath,wifehealth,hushealth,bothhealth,eduspend,noschool,malenoschool,malelit,malesomeschool,femalelit,bach,fembach,abuse,legis
602,4920.17357922,73.2439107316,,4.90019578938,22.1567669363,17.0,,,,5.18631982803,,,,,,,,,
603,5937.82461268,73.3832335486,,5.10024924408,22.3801020931,16.0,,,,5.07315015793,,,,,,,,,
604,7141.7221403,73.738694104,,4.91362942826,22.5812669193,15.0,,,,4.8597202301,,,,,,,,,
605,8317.19945639,73.8390724871,,4.97086141114,22.7046559442,14.0,,,,4.84485006332,,,,,,,,,
606,9434.65097552,74.0933541593,,4.84145012679,22.6578324285,13.0,,,,4.77002000809,,,,,,,,,
607,11943.2410738,74.2523833325,,4.80905668048,22.4683235849,12.0,,,,4.59054994583,,,,,,,,,
608,14449.8803436,74.5775390219,,5.05478518536,21.9047690438,12.0,,,,4.92054986954,,,,,,,,,
609,12161.4615983,74.9318257001,,5.39492062849,21.4284940857,12.0,,,,4.99571990967,,,,,,,,,
610,12546.0467311,75.2953487288,,5.2843804286,21.0884400919,11.0,,,,4.79942989349,,,99.53496,,99.16471,,,,
611,13869.2474715,75.8884748834,,5.09621240383,20.8113150773,11.0,,,,4.62877988815,,,,,,,,,
612,12978.0013414,75.9934886035,,5.04131726836,20.6293954791,11.0,,,,4.64375019073,,,,,,,,,
613,13685.039857,76.355162987,,5.02926578469,20.0627500452,11.0,,,,,,,,,,,,,
614,14084.058488,76.5633272465,,5.01771667599,19.5198400254,11.0,,,,,,,,,,,,,
615,166.008015485,47.5780731707,7.9,2.66748417981,212.41,1370.0,,,,2.64670991898,,,40.8270606995,,12.7964200974,,,,
616,197.302275109,47.5871219512,,2.39648242533,211.069,1360.0,,,,2.42614006996,,,,,,,,,
617,220.795351921,47.616097561,,2.6918639922,209.728,1310.0,,,,,,,,,,,,,
618,292.581582779,47.6818536585,,2.26832028445,204.1582,1260.0,,,,,,,,,,,,,
619,454.655283385,47.7958292683,11.1,2.2993551546,198.5884,1220.0,,,,1.59294998646,77.67247,68.94366,39.3682518005,9.88933,17.9805793762,3.21799,0.93477,,
620,660.181556792,47.973902439,,1.55797136952,193.0186,1170.0,,,,1.69476997852,,,,,,,,,
621,712.046809818,48.2300243902,,1.12897879894,187.4488,1130.0,,,,,,,,,,,,,
622,801.401600355,48.5592195122,,1.25025122114,181.879,1100.0,,,,,,,,,,,,,
623,929.279644922,48.9515853659,,0.99660419148,175.9062,1070.0,,,,,,,,,,,,,
624,803.914352345,49.3931707317,,1.23152279146,169.9334,1070.0,,,,2.31173992157,,,,,,,,,
625,895.877995852,49.8620731707,4.8,1.18513716484,163.9606,1040.0,,,,1.98194003105,,,,,,,,,
626,988.443159794,50.3319512195,,1.53487456468,157.9878,984.0,,,,2.25789999962,,,,,,,,,
627,972.67934511,50.7813902439,,1.42193940706,152.015,931.0,,,,,,,,,,,,,
628,985.095322001,51.1914878049,,1.77469231474,144.594,901.0,,,,2.85070991516,,,,,,,,,
629,1024.66835402,51.555804878,,1.97895016198,137.173,881.0,,,,,,,47.8500404358,,30.3532505035,,,,
630,43299.4011411,77.5145121951,,,12.6372,,,,,,,,,,,,,,
631,41609.0194763,77.7781707317,,,12.2576,,,,,,,,,,,,,,
632,44158.0402554,78.0557804878,,,11.878,,,,,,,,,,,,,,
633,48227.6655088,78.3398292683,,,11.4848,,,,,,,,,,,,,,
634,55844.1166944,78.6253170732,,,11.0916,,,,,,,,,,,,,,
635,57209.2491625,78.9032195122,,,10.6984,,,,,,,,,,,,,,
636,62260.225545,79.1665365854,,,10.3052,,,,,,,,,,,,,,
637,73568.234828,79.410804878,,,9.912,,,,,,,,,,,,,,
638,,79.6330243902,,,9.5432,,,,,,,,,,,,,,
639,,79.8327073171,,,9.1744,,,,,,,,,,,,,,
640,,80.0103658537,,,8.8056,,,,,,,,,,,,,,
641,,80.1695121951,,,8.4368,,,,,,,,,,,,,,
642,,80.3186585366,,,8.068,,,,,,,,,,,,,,
643,,80.4628292683,,,7.6044,,,,,,,,,,,,,,
644,,80.6064878049,,,7.1408,,,,,,,,,,,,,,
645,5229.17709771,76.8208292683,,3.33206176723,57.0052,31.0,,,,3.70598006248,,,,,,,,,
646,4709.92339982,77.1987073171,60.7,3.48454215779,55.7296,32.0,,,,,,,,,,,,,
647,4566.5233257,77.5695853659,,3.52989088116,54.454,29.0,,,,4.00946998596,,,95.7964096069,,95.6409301758,,,,32.7227988294
648,4948.74817982,77.9329756098,,2.68754976128,54.1002,29.0,,,,3.85159993172,,,,,,,,,
649,6323.75763996,78.2893902439,,2.63814344,53.7464,29.0,,,,3.48845005035,1.97767,1.91559,,76.72989,,13.12418,12.58367,,
650,7728.61189742,78.6382926829,,2.53629152371,53.3926,27.0,,,,3.22508001328,,,,,,,,,
651,9500.83516203,78.9791707317,64.2,2.51761734723,53.0388,28.0,,,,3.02380990982,,,,,,,,,
652,10513.5407093,79.3135365854,,2.65565625835,52.685,29.0,,,,3.22353005409,4.12594,3.90134,,75.28941,,14.9608,13.78872,,
653,10791.0201853,79.640902439,,2.94258871847,52.012,28.0,,,,3.7926800251,0.92009,0.88586,98.6016387939,76.4627,98.6955718994,20.80062,20.08265,,
654,10217.3140258,79.960804878,,3.46810215136,51.339,27.0,,,,4.24129009247,1.0741,1.05213,98.6072006226,79.93359,98.4912796021,25.88593,24.96256,,
655,12785.0518749,80.275804878,,3.29492563183,50.666,26.0,,,,4.18120002747,2.94292,2.68876,,76.66352,,18.01434,17.86801,,
656,14582.1705199,80.5869756098,,3.3326392355,49.993,25.0,,,,4.06809997559,3.51854,2.85357,96.8987808228,74.80676,96.530708313,9.96172,9.46102,,
657,15253.3308269,80.8948536585,,3.47616472142,49.32,24.0,,,,4.57405996323,,,,,,,,,
658,15764.7554534,81.1979268293,,3.63282145186,48.7144,23.0,,,,4.55743980408,3.04152,2.81619,96.3908004761,77.38334,96.1660919189,11.22583,10.51085,,
659,14566.1490549,81.496195122,,3.85130942382,48.1088,23.0,,,,,,,,,,,,,
660,954.55229173,71.7304634146,83.8,1.75984346798,8.7724,58.0,,,,,10.79375,5.663,95.1352462769,60.7806,86.5266036987,,,,
661,1047.47786287,72.1757804878,86.9,1.62128422384,8.4602,56.0,,,,,,,,,,,,,
662,1141.75764438,72.6148780488,,1.71467223811,8.148,54.0,,,,,,,,,,,,,
663,1280.60285481,73.0331219512,,1.74652999361,8.0894,52.0,,,,,,,,,,,,,
664,1498.17379563,73.4199512195,,1.79342983462,8.0308,50.0,,,,,,,,,,,,,
665,1740.09672638,73.7669512195,,1.8059203057,7.9722,48.0,,,,,,,,,,,,,16.7524547475
666,2082.1833625,74.0717073171,84.6,1.83853832016,7.9136,45.0,,,,,,,,,,,,,
667,2673.29419094,74.3404390244,,2.02659210629,7.855,43.0,,,,,,,,,,,,,
668,3441.22135457,74.5832682927,89.3,2.29212345222,7.7882,40.0,,,,,,,,,,,,,
669,3800.47454161,74.8032682927,89.0,2.66448262884,7.7214,38.0,,,,,,,,,,,,,
670,4514.94052013,75.0074146341,89.1,2.65382009814,7.6546,35.0,,,,,6.5918,3.47672,97.4794616699,71.85912,92.711227417,3.19897,2.68565,,
671,5574.18709337,75.2021707317,88.6,2.8106526556,7.5878,33.0,,,,,,,,,,,,,
672,6264.64387794,75.3929268293,87.9,2.94581376572,7.521,31.0,,,,,,,,,,,,,
673,6991.85386564,75.5851463415,,3.00560140777,7.4344,29.0,,,,,,,,,,,,,
674,7587.28973166,75.7822682927,,3.09517428574,7.3478,28.0,,,,,,,,,,,,,
675,2472.19777586,70.9887073171,76.9,4.68382686372,85.107,97.0,65.3,10.7,21.0,3.51120996475,,,,,,,,,
676,2395.85652219,71.2603902439,,4.69052384131,85.713,95.0,,,,3.70867991447,,,,,,,,,
677,2355.72575252,71.5217317073,,4.54973605822,86.319,93.0,,,,4.26812982559,,,,,,,,,
678,2246.25764788,71.776902439,,4.89927743651,81.7922,89.0,,,,4.32513999939,,,,,,,,,
679,2740.24986649,72.0249512195,,4.08286676408,77.2654,83.0,,,,4.07934999466,9.93501,10.04483,92.9041213989,38.06477,92.714630127,11.9324,11.70051,,
680,3386.02547761,72.2639268293,78.2,4.31601707702,72.7386,80.0,74.1,8.5,15.0,3.99500989914,9.05666,9.12011,92.7779464722,40.39595,92.9112472534,10.01663,9.61016,,
681,3709.07691441,72.4914390244,,4.53504230536,68.2118,77.0,,,,3.89332008362,9.32229,9.17843,92.3927993774,40.25614,92.2205963135,9.74013,9.27284,,
682,4674.21171018,72.7055121951,,4.53952651891,63.685,75.0,,,,4.05870008469,8.81613,9.11923,92.4297027588,41.13448,92.8456192017,9.72484,9.33923,,
683,5433.70641243,72.9071707317,,4.69800725589,62.4794,73.0,,,,3.90980005264,8.12787,8.18292,93.3168792725,43.26176,93.4353713989,10.08181,9.73601,,
684,5148.41134364,73.0969512195,,5.14827378418,61.2738,73.0,,,,4.74742984772,8.4014,8.57473,93.062538147,42.42627,93.4151306152,9.48232,9.35244,,53.4415062589
685,6250.65449979,73.2778536585,79.1,4.97565293822,60.0682,72.0,76.2,7.5,13.6,4.82615995407,8.19876,8.32614,93.2501907349,43.90887,93.4867935181,9.84262,9.64078,,53.1188965188
686,7227.77082956,73.454804878,,5.01616469757,58.8626,69.0,,,,4.45980978012,7.92714,8.0349,93.4882507324,55.63896,93.667137146,19.74592,20.24647,,
687,7885.0612923,73.6307804878,,5.27751219353,57.657,66.0,,,,4.38531017303,7.88163,7.99385,,56.81197,,9.94694,9.84286,,
688,8030.69086054,73.8097317073,,5.21891836615,54.6654,67.0,,,,4.90490007401,7.51459,7.28624,,59.60006,,10.73227,10.69697,,
689,7918.07890039,73.9931463415,,5.40994315433,51.6738,66.0,,,,4.67080020905,7.14929,7.45011,93.8616409302,48.50447,94.4846572876,7.22368,7.45136,,
690,372.189002262,59.438902439,25.7,1.52272309662,94.8934,499.0,,,,,,,74.5140380859,,63.4590187073,,,,
691,391.957280988,59.5101463415,,1.09467533949,93.5442,484.0,,,,,,,,,,,,,
692,428.789838993,59.5989268293,,1.66975810228,92.195,471.0,,,,3.88058996201,,,,,,,,,
693,538.697657966,59.720804878,,1.8154748394,89.6594,458.0,,,,,,,,,,,,,
694,609.640698049,59.8887560976,,2.01043844535,87.1238,447.0,,,,,,,,,,,,,
695,614.861327262,60.1097804878,,2.27405185226,84.5882,436.0,,,,,,,,,,,,,
696,640.742983809,60.3883170732,,2.50715151411,82.0526,426.0,,,,,,,,,,,,,
697,712.120009845,60.7123414634,,2.80299141039,79.517,415.0,,,,,,,,,,,,,
698,777.677774365,61.0672926829,,3.09453206264,78.5028,407.0,,,,7.7941699028,,,,,,,,,
699,754.992824376,61.444195122,,1.72121211959,77.4886,396.0,,,,,,,,,,,,,
700,739.897790576,61.8305121951,,1.45440889842,76.4744,388.0,,,,,,,,,,,,,
701,790.568095579,62.2127560976,,1.65675933543,75.4602,376.0,,,,5.10933017731,,,,,,,,,
702,750.314608601,62.5829756098,19.4,2.64660402149,74.446,365.0,20.5,48.3,26.1,5.07111978531,,,,,,,,4.8,
703,796.764538376,62.9321707317,,2.00319324481,71.9988,354.0,,,,,,,,,,,,,
704,810.075760031,63.2568536585,,2.21732035163,69.5516,344.0,,,,,,,81.6686325073,,73.4574966431,,,,
705,397.264871002,50.0028780488,,0.0447036119183,130.501,874.0,,,,,,,,,,,,,
706,150.421380493,50.6293414634,31.4,0.144179749566,130.616,853.0,,,,,,,80.9232406616,,54.0609016418,,,,
707,171.234012142,51.346804878,,0.160080405144,130.731,830.0,,,,,,,,,,,,,
708,169.908591287,52.1067804878,,0.700026844481,130.607,808.0,,,,,,,,,,,,,
709,189.58871346,52.8792682927,,0.718354640459,130.483,793.0,,,,,,,,,,,,,
710,213.310458976,53.6382926829,,0.752462162173,130.359,787.0,,,,,,,,,,,,,
711,246.802813625,54.3678292683,,0.938991328189,130.235,789.0,,,,,,,,,,,,,
712,273.486479705,55.0644146341,20.6,1.20943434521,130.111,803.0,22.2,55.4,18.3,,,,76.915687561,,46.1042518616,,,,
713,310.731024398,55.724,,2.09987276099,128.9472,792.0,,,,,,,,,,,,,
714,286.048180345,56.3370731707,,2.36297906087,127.7834,793.0,,,,,,,,,,,,,
715,311.247895988,56.8961463415,17.7,1.06259561264,126.6196,794.0,,,,1.60243999958,,,,,,,,,
716,350.27065425,57.3986341463,,1.25526855203,125.4558,777.0,,,,,,,,,,,,,
717,390.706603505,57.8540731707,,1.68717362754,124.292,771.0,,,,,,,87.9083862305,,62.9186401367,,,,
718,413.695798375,58.2719268293,,1.32344175133,123.6202,746.0,,,,2.24475002289,18.30903,7.74206,,59.15372,,1.73273,0.63175,,
719,437.814931178,58.659195122,20.4,1.59835646991,122.9484,717.0,10.7,52.8,35.6,,,,,,,,,,
720,1035.58446247,50.5898780488,,1.22259206198,135.5728,653.0,,,,,,,,,,,,,
721,877.626393976,50.773195122,,1.33453248949,136.3814,657.0,,,,,,,,,,,,,
722,927.269588575,51.1792926829,,1.28795915263,137.19,655.0,,,,3.20831990242,,,,,,,,,
723,1049.31759518,51.7942195122,,1.30017916587,135.5878,641.0,,,,2.83615994453,,,,,,,,,
724,1362.19883289,52.598,,1.36967510481,133.9856,622.0,,,,2.28813004494,,,,,,,,,
725,1737.61154643,53.5615365854,44.3,1.43460850875,132.3834,596.0,,,,1.83577001095,,,,,,,,,
726,2144.83494288,54.6478292683,,1.49403276501,130.7812,575.0,,,,,,,,,,,,,
727,2259.26941316,55.8013170732,,1.54576413259,129.179,555.0,,,,,,,,,,,,,
728,3094.10971959,56.9650731707,,1.23859287476,128.4348,537.0,,,,,,,,,,,,,
729,2428.26023258,58.0936341463,,1.14114181976,127.6906,525.0,,,,,,,,,,,,,
730,2953.18500788,59.1431219512,,1.38657897177,126.9464,509.0,,,,6.22078990936,,,,,,,,,
731,3453.22122886,60.0851707317,,1.97737525861,126.2022,494.0,,,,,,,86.4343109131,,72.8770599365,,,,
732,3191.16429881,60.923902439,44.7,3.14942137283,125.458,483.0,9.8,59.3,30.0,,,,,,,,,,
733,3205.45778279,61.6663902439,,4.05731116996,122.346,469.0,,,,,,,,,,,,,
734,3147.07152409,62.3111463415,,4.21192085202,119.234,452.0,,,,,,,,,,,,,
735,4062.32230783,77.4226829268,,5.61242475993,75.1436,38.0,,,,4.3939499855,,,94.650177002,,95.0807876587,,,,32.9405467072
736,4104.18408312,77.5708780488,,5.48550751117,72.4668,36.0,,,,4.70613002777,,,,,,,,,25.3573461396
737,4145.5860931,77.7094634146,,6.28347599213,69.79,37.0,,,,5.06925010681,,,,,,,,,26.1363337645
738,4245.67702051,77.8404634146,,6.45027528688,68.73,36.0,,,,5.06166982651,,,,,,,,,29.0846511633
739,4441.41215952,77.9653658537,,5.65325925732,67.67,32.0,,,,4.89458990097,,,,,,,,,26.1782446888
740,4700.01492585,78.0866585366,96.0,5.46571205874,66.61,31.0,,,,,,,,,,,,,24.8759182026
741,5228.02541287,78.207804878,,5.39731392358,65.55,33.0,,,,4.65441989899,,,,,,,,,29.9152724719
742,6024.07848678,78.3303170732,96.0,5.62783732542,64.49,29.0,,,,4.73357009888,5.10308,5.01309,,47.41924,,17.58885,17.36586,,26.9938668792
743,6736.1678185,78.4577317073,80.0,6.26131067329,63.4048,30.0,,,,5.04482984543,5.03756,4.97555,,49.46584,,20.32661,20.23973,,30.4216276274
744,6546.5655542,78.5926097561,81.1,7.02218996471,62.3196,32.0,,,,6.2891201973,4.91356,4.78638,,50.33091,,20.82971,21.02315,,
745,7985.95103533,78.7360487805,82.2,7.09261705091,61.2344,29.0,,,,6.81181001663,5.64808,5.94933,,48.78252,,19.94341,20.0731,,29.6903045821
746,8963.68005199,78.8901707317,76.2,7.14971400592,60.1492,28.0,,,,6.61588001251,4.92347,5.21606,97.3063278198,50.05327,97.5004119873,20.52166,20.78631,,35.1962989001
747,9733.39693054,79.0535365854,,7.00022694597,59.064,27.0,,,,6.86297988892,5.04501,5.17597,,50.76021,,20.89677,21.15308,,
748,10461.5775053,79.2252195122,,6.91444116513,58.0514,26.0,,,,6.9200501442,,,,,,,,,
749,10415.4566497,79.4027073171,,6.76760152039,57.0388,26.0,,,,7.01164007187,4.45695,4.51098,,54.4323,,20.26594,20.29073,,
750,648.810764066,46.6993902439,,1.788035704,137.767,671.0,,,,3.70367002487,,,60.860660553,,38.6145095825,,,,
751,663.641345873,46.6076097561,,1.29025786416,137.584,678.0,,,,3.66867995262,,,,,,,,,
752,718.453113027,46.6955853659,,1.40860098032,137.401,683.0,,,,4.0903301239,,,,,,,,,
753,875.086095069,46.9329756098,,1.338333609,137.4222,700.0,,,,3.96798992157,,,,,,,,,
754,929.893383976,47.2965365854,,1.47167442561,137.4434,725.0,,,,4.12786006927,,,,,,,,,
755,942.21638493,47.7518536585,,1.26971949575,137.4646,742.0,,,,4.10575008392,,,,,,,,,
756,962.918442739,48.2587560976,12.9,1.35840382469,137.4858,745.0,,,,4.11477994919,,,,,,,,,
757,1078.54150199,48.7788292683,,1.42821313164,137.507,745.0,,,,4.29742002487,,,,,,,,,
758,1257.67558193,49.2797804878,,1.52862642384,137.0336,745.0,,,,4.44897985458,,,,,,,,,
759,1233.30485612,49.7404878049,,1.69681015192,136.5602,732.0,,,,,,,,,,,,,
760,1236.08519807,50.1514634146,,1.67617216787,136.0868,717.0,,,,,,,,,,,,,
761,1231.86783405,50.5172195122,,1.63569697372,135.6134,715.0,,,,,,,,,,,,,
762,1281.38286517,50.8633414634,18.2,1.88504549258,135.14,715.0,10.2,64.1,24.4,,,,51.5926704407,,30.4617195129,,,22.9,
763,1447.22282098,51.2084634146,,1.79658788267,135.302,688.0,,,,,,,,,,,,,
764,1545.94224925,51.5595853659,,1.67853849067,135.464,665.0,,,,4.71947002411,,,,,,,,,
765,4919.62806871,72.807804878,69.0,6.6022750634,16.773,11.0,,,,,,,,,,,,,24.6641089401
766,5245.42141944,74.5129268293,,5.96435490964,15.992,10.0,,,,,3.31114,1.34903,99.3205871582,85.70537,97.0839004517,13.89136,12.78288,,24.6674732422
767,6053.71603739,74.7173170732,,4.95506417097,15.211,11.0,,,,3.81085991859,,,,,,,,,27.0968959875
768,7805.88141833,74.613902439,,5.24281713111,15.0844,11.0,,,,3.86753988266,,,,,,,,,24.5946235603
769,9365.74246801,75.5202439024,,5.3141587053,14.9578,11.0,,,,3.82086992264,,,,,,,,,22.6075048265
770,10224.2405855,75.2446341463,,5.93061725717,14.8312,11.0,,,,,,,,,,,,,24.0284684739
771,11363.4184456,75.8368292683,,5.98464187482,14.7046,11.0,,,,,,,,,,,,,25.6416391306
772,13546.6987224,75.7056097561,,6.47762275562,14.578,11.0,,,,3.97111010551,,,,,,,,,20.7005701372
773,15893.8605623,75.912195122,,6.53872294809,13.9494,11.0,,,,4.27013015747,,,,,,,,,25.4418977413
774,14157.144162,76.1682926829,,7.00686743061,13.3208,10.0,,,,4.38924980164,,,,,,,,,25.153632547
775,13509.1858158,76.4756097561,,7.06496421401,12.6922,10.0,,,,4.25217008591,,,,,,,,,25.7769480673
776,14542.1775992,76.7756097561,,6.25541214972,12.0636,10.0,,,,4.15794992447,1.92303,0.7901,99.6297073364,93.77158,98.6659088135,18.25773,18.2888,,24.7678024426
777,13235.9775702,76.9243902439,,6.36320706067,11.435,9.0,,,,,,,,,,,,,
778,13574.978042,77.1268292683,,6.40302879394,10.68,9.0,,,,,,,,,,,,,
779,13480.6507536,77.3292682927,,6.38828759054,9.925,9.0,,,,,,,,,,,,3.0,
780,2749.46349156,76.644804878,73.3,5.50953371683,58.1128,43.0,,,,7.70486021042,,,,,,,,,
781,2841.17648325,76.8652195122,,5.67049108211,54.3524,41.0,,,,8.35785007477,,,,,,,,,
782,3003.28846783,77.1024634146,,5.72484995454,50.592,39.0,,,,9.57120037079,0.23205,0.2238,99.8073120117,71.78482,99.7909164429,9.35904,9.52335,,
783,3201.2502723,77.3639512195,,5.64878904396,50.3258,39.0,,,,9.94077968597,,,,,,,,,
784,3398.62001231,77.6446829268,,5.46818558158,50.0596,40.0,,,,10.2682800293,,,,,,,,,
785,3786.87532923,77.9321463415,,8.74444824715,49.7934,41.0,,,,10.5576896667,,,,,,,,,
786,4677.70901427,78.2059512195,72.6,7.08125007803,49.5272,38.0,,,,9.05729007721,,,,,,,,,
787,5193.48428573,78.449195122,77.1,9.88319810118,49.261,40.0,,,,11.8682899475,,,,,,,,,
788,5385.74072701,78.6505121951,,10.2933582413,49.0654,42.0,,,,14.0590801239,,,,,,,,,
789,5494.92531141,78.8109756098,77.8,11.2839188895,48.8698,43.0,,,,13.1251602173,,,,,,,,,
790,5688.66673217,78.9356341463,77.8,9.70382826985,48.6742,44.0,,,,12.837269783,,,,,,,,,
791,6092.6139018,79.0395121951,74.3,10.0710101901,48.4786,43.0,,,,,,,,,,,,,
792,6448.15563514,79.1416097561,,8.08825537662,48.283,41.0,,,,,2.89074,2.8253,99.7060623169,83.21731,99.7998809814,9.48384,10.60798,,
793,6789.84959743,79.2563902439,,8.96229454141,47.2252,41.0,,,,,,,,,,,,,
794,,79.3908292683,73.7,10.573662489,46.1674,40.0,,,,,,,,,,,,,
795,,,,,39.4202,,,,,,,,,,,,,,
796,,,,,38.0526,,,,,,,,,,,,,,
797,,,,,36.685,,,,,,,,,,,,,,
798,,,,,36.1642,,,,,,,,,,,,,,
799,,,,,35.6434,,,,,,,,,,,,,,
800,,,,,35.1226,,,,,,,,,,,,,,
801,,74.7097560976,,,34.6018,,,,,,,,,,,,,,
802,,75.3634146341,,,34.081,,,,,,,,,,,,,,
803,,75.3097560976,,,34.3628,,,,,,,,,,,,,,
804,,76.156097561,,,34.6446,,,,,,,,,,,,,,
805,,,,,34.9264,,,,,,,,,,,,,,
806,,77.4731707317,,,35.2082,,,,,,,,,,,,,,
807,,,,,35.49,,,,,,,,,,,,,,
808,,,,,34.9932,,,,,4.92990016937,,,,,,,,,
809,,77.8243902439,,,34.4964,,,,,,,,,,,,,,
810,14307.3535347,77.9716829268,,2.40283023369,9.5572,15.0,,,,5.0177898407,,,,,,,,,14.7821993003
811,14723.2104666,78.1005609756,,2.44925943794,8.3916,9.0,,,,5.14965009689,,,98.6310424805,,95.0796585083,,,,19.0164603639
812,15988.2750382,78.2239512195,,2.75451844814,7.226,10.0,,,,5.61829996109,,,,,,,,,17.550343361
813,20110.1201723,78.3458536585,,3.0826268614,7.0912,9.0,,,,6.71737003326,,,,,,,,,17.4661173045
814,23578.4293525,78.4657560976,,2.81346078721,6.9564,9.0,,,,6.17328977585,,,,71.35949,,25.5007,23.58522,,17.2551877232
815,24738.0093852,78.5896097561,,2.66267721102,6.8216,12.0,,,,6.3427400589,,,,72.78466,,24.88507,23.43621,,14.761698655
816,26455.1323679,78.7228780488,,2.66382123823,6.6868,9.0,,,,6.39554977417,,,,75.0676,,26.4095,25.29423,,16.1467726644
817,30915.4863903,78.8685121951,,2.57804001347,6.552,8.0,,,,6.34743976593,1.1256,0.45561,,76.94702,,28.71801,27.98474,,15.4303986615
818,34950.3512981,79.0275365854,,2.85082560569,6.3362,8.0,,,,6.80899000168,1.11802,0.50415,,77.30872,,29.91406,29.29307,,16.121077007
819,31673.4577102,79.1994878049,,3.31147239332,6.1204,8.0,,,,7.30415010452,0.98481,0.44003,,78.104,,29.42636,28.7935,,12.2275140495
820,30438.9001948,79.3819512195,,3.42530736541,5.9046,8.0,,,,6.66191005707,0.85574,0.32168,,79.60201,,30.88688,30.44525,,13.7646429373
821,31836.6195112,79.5715121951,,3.50763508179,5.6888,7.0,,,,6.64467000961,0.9191,0.49054,99.2861480713,80.24534,98.1162261963,29.25806,28.81647,,13.6363633549
822,28868.2738162,79.7622682927,,3.41160370882,5.473,7.0,,,,,0.8715,0.41563,,81.69677,,34.10452,34.5025,,
823,27909.1072053,79.9497804878,,3.47079139657,5.2794,7.0,,,,,0.73908,0.39415,,82.66675,,24.3526,23.22638,,
824,27245.7446249,80.1315609756,,3.33201922182,5.0858,7.0,,,,,0.81862,0.46981,,81.11483,,16.46447,16.87711,,
825,5994.52827687,74.9682926829,,5.70253492055,13.4416,7.0,,,,3.66129994392,,,,,,,,,24.0684426137
826,6594.71746509,75.1731707317,,5.76490275361,12.4008,7.0,,,,3.75678992271,,,,,,,,,26.7711862784
827,8011.89807378,75.2219512195,,6.14983466752,11.36,7.0,,,,3.98298001289,,,,,,,,,26.0725183844
828,9741.05838377,75.1707317073,,6.40447404216,11.3114,6.0,,,,4.15005016327,,,,,,,,,27.6752628168
829,11667.6321201,75.7219512195,,6.15449696971,11.2628,6.0,,,,4.02052021027,,,,,,,,,28.0963274302
830,13317.7298342,75.9243902439,78.2,6.05404437532,11.2142,6.0,,,,3.89868998528,,,,,,,,,29.624294739
831,15159.1411457,76.5243902439,,5.8054088144,11.1656,6.0,,,,4.22391986847,0.11985,0.12369,,99.79757,,12.47088,10.48618,,28.8600812055
832,18333.9459003,76.7243902439,,5.55662626126,11.117,5.0,,,,3.875,0.11809,0.13506,,99.79951,,12.60915,10.70526,,28.6178293885
833,22649.3793401,76.9756097561,86.3,5.62878442323,11.0988,5.0,,,,3.75272989273,0.13261,0.15237,,99.77008,,13.28222,11.67834,,28.0601467627
834,19698.4920909,77.0780487805,,6.56965402778,11.0806,5.0,,,,4.18040990829,0.13346,0.14363,,99.79517,,14.31346,12.74501,,28.994694955
835,19763.9637985,77.4243902439,,6.2249366696,11.0624,5.0,,,,4.07352018356,0.12564,0.10106,,99.87477,,15.32961,13.81819,,27.7088616188
836,21656.9414182,77.8731707317,,6.31473246869,11.0442,5.0,,,,4.28408002853,0.15102,0.19331,,99.78677,,18.2793724252,17.392487245,,25.7883372626
837,19640.9286597,78.0756097561,,6.34176499391,11.026,4.0,,,,4.27011013031,0.12858,0.18255,,99.75291,,17.34134,16.41005,,
838,19813.8715746,78.1756097561,,6.31308785323,10.5782,4.0,,,,,0.15102,0.19331,,99.76151,,18.27937,17.39249,,
839,19502.4173306,78.2756097561,,6.26497638338,10.1304,4.0,,,,,0.14578,0.14443,,99.81613,,4.076,4.88653,4.0,
840,30743.5591736,76.5926829268,,7.29518540962,7.1736,9.0,,,,8.08434963226,,,,,,,,,24.1931736392
841,30751.6494604,76.7926829268,,7.66053888558,6.8958,9.0,,,,8.21541976929,,,,,,,,,20.9681264141
842,33228.6929087,76.8951219512,,7.88505008678,6.618,9.0,,,,8.21304035187,,,,,,,,,21.3681921828
843,40458.7706403,77.143902439,,8.03990036417,6.4682,9.0,,,,8.12193965912,0.0,0.0,,100.0,,32.47396,34.87654,1.0,25.7727546469
844,46487.5149114,77.4926829268,,8.15281889113,6.3184,9.0,,,,8.21189022064,0.0,0.0,,100.0,,32.53165,36.05263,,23.7592757801
845,48816.835864,77.843902439,,8.25325496362,6.1686,8.0,,,,8.08273983002,,,,,,34.1,,,24.1875728306
846,52041.0029729,78.0951219512,,8.39954916735,6.0188,8.0,,,,7.72783994675,,,,,,,,,24.4962076439
847,58501.138316,78.1951219512,,8.42901164294,5.869,8.0,,,,7.61379003525,,,,100.0,,31.46853,33.4,,28.3021144392
848,64181.9946655,78.4463414634,,8.6212148211,5.5824,8.0,,,,7.49235010147,,,,100.0,,34.14229,36.57066,,23.9231258341
849,57895.5012246,78.5975609756,,9.75612539283,5.2958,8.0,,,,8.48797988892,,,,100.0,,31.89783,34.44181,,24.8501196338
850,57647.6687621,79.1,,9.43381754305,5.0092,7.0,,,,8.61797046661,,,,100.0,,30.69135,32.63889,,22.6862231535
851,61304.0612047,79.8,,9.26885261994,4.7226,8.0,,,,8.5471200943,,,,100.0,,30.68707,33.42956,,27.8002709928
852,58125.3648187,80.0512195122,,9.41966027235,4.436,7.0,,,,,,,,99.76289,,31.12829,34.57143,,
